COUNTRY_NM,COUNTRY_RANK_NM,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,EXAMIN_COUNTRY_NM,REPRT_YEAR_CN,CNTNTS_URL
"미국","1순위","58","54.30000","62.50000","70.30000","50.80000","49.30000","64.90000","63.60000","프랑스","2019","예능"
"영국","2순위","44","39.90000","49.10000","53.10000","47.60000","37.30000","35.10000","45.50000","프랑스","2019","예능"
"일본","3순위","26","23.90000","29.50000","35.90000","23.80000","24.00000","21.60000","18.20000","프랑스","2019","예능"
"미국","1순위","68","63.90000","72.30000","72.50000","62.30000","61.80000","74.00000","81.00000","프랑스","2019","영화"
"영국","2순위","45","40.20000","51.80000","47.80000","45.50000","43.80000","42.00000","52.40000","프랑스","2019","영화"
"일본","3순위","26","26.00000","24.80000","23.20000","28.60000","25.80000","22.00000","28.60000","프랑스","2019","영화"
"미국","1순위","66","64.70000","67.80000","64.70000","59.40000","71.40000","73.90000","72.70000","영국","2019","드라마"
"중국","2순위","28","28.40000","27.10000","25.00000","26.10000","30.20000","30.40000","36.40000","영국","2019","드라마"
"한국","3순위","35","33.60000","35.60000","33.80000","37.70000","33.30000","39.10000","18.20000","영국","2019","드라마"
"미국","1순위","62","62.70000","60.20000","53.70000","61.10000","59.30000","74.10000","78.60000","영국","2019","예능"
"일본","2순위","35","31.80000","37.60000","27.80000","35.20000","37.00000","37.00000","42.90000","영국","2019","예능"
"한국","3순위","33","33.60000","31.20000","29.60000","40.70000","35.20000","22.20000","21.40000","영국","2019","예능"
"미국","1순위","74","74.80000","72.40000","70.00000","67.60000","73.00000","85.30000","87.00000","영국","2019","영화"
"일본","2순위","35","33.10000","36.60000","30.00000","40.80000","31.10000","38.20000","34.80000","영국","2019","영화"
"한국","3순위","37","36.70000","37.40000","28.30000","47.90000","35.10000","44.10000","21.70000","영국","2019","영화"
"미국","1순위","61","65.20000","58.50000","52.50000","71.40000","65.40000","58.80000","0.00000","러시아","2019","드라마"
"영국","2순위","41","45.70000","36.90000","30.00000","57.10000","46.20000","29.40000","0.00000","러시아","2019","드라마"
"한국","3순위","27","17.40000","33.80000","25.00000","21.40000","30.80000","35.30000","0.00000","러시아","2019","드라마"
"미국","1순위","75","68.00000","82.20000","72.70000","68.80000","77.80000","91.70000","0.00000","러시아","2019","예능"
"영국","2순위","32","28.00000","35.60000","27.30000","37.50000","22.20000","41.70000","0.00000","러시아","2019","예능"
"한국","3순위","34","40.00000","26.70000","27.30000","37.50000","33.30000","41.70000","0.00000","러시아","2019","예능"
"미국","1순위","70","67.90000","72.10000","60.50000","75.00000","83.70000","61.40000","0.00000","러시아","2019","영화"
"영국","2순위","48","45.20000","51.20000","47.40000","50.00000","46.50000","50.00000","0.00000","러시아","2019","영화"
"한국","3순위","27","22.60000","31.40000","34.20000","18.20000","34.90000","22.70000","0.00000","러시아","2019","영화"
"미국","1순위","71","78.10000","66.30000","73.30000","70.90000","67.40000","74.60000","75.00000","터키","2019","드라마"
"영국","2순위","35","40.90000","30.90000","46.70000","33.70000","26.70000","38.80000","31.30000","터키","2019","드라마"
"한국","3순위","33","31.40000","33.70000","31.70000","32.60000","36.00000","31.30000","25.00000","터키","2019","드라마"
"미국","1순위","76","78.60000","73.40000","80.50000","79.10000","68.10000","78.70000","69.20000","터키","2019","예능"
"영국","2순위","44","44.90000","43.20000","46.30000","46.30000","29.00000","59.60000","46.20000","터키","2019","예능"
"한국","3순위","36","33.70000","38.10000","39.00000","38.80000","30.40000","40.40000","30.80000","터키","2019","예능"
"미국","1순위","80","85.30000","74.50000","80.80000","81.80000","78.70000","77.80000","75.00000","터키","2019","영화"
"영국","2순위","54","57.70000","50.00000","56.20000","53.40000","50.00000","52.80000","65.00000","터키","2019","영화"
"한국","3순위","38","35.00000","41.30000","35.60000","38.60000","38.30000","38.90000","45.00000","터키","2019","영화"
"미국","1순위","45","46.00000","44.60000","44.10000","42.30000","54.90000","37.30000","46.70000","UAE","2019","드라마"
"한국","2순위","37","26.20000","45.30000","30.50000","42.30000","26.80000","47.10000","40.00000","UAE","2019","드라마"
"영국","3순위","7","11.90000","3.40000","10.20000","3.80000","9.90000","5.90000","6.70000","UAE","2019","드라마"
"미국","1순위","51","45.00000","56.20000","46.70000","37.20000","67.20000","42.20000","64.30000","UAE","2019","예능"
"한국","2순위","25","22.00000","27.60000","31.10000","37.20000","15.50000","24.40000","7.10000","UAE","2019","예능"
"영국","3순위","10","16.00000","4.80000","11.10000","7.00000","6.90000","17.80000","7.10000","UAE","2019","예능"
"미국","1순위","59","57.00000","60.90000","51.80000","57.80000","65.70000","61.50000","53.30000","UAE","2019","영화"
"한국","2순위","22","17.00000","26.10000","21.40000","24.10000","17.90000","21.20000","26.70000","UAE","2019","영화"
"영국","3순위","8","9.60000","7.20000","10.70000","9.60000","6.00000","7.70000","6.70000","UAE","2019","영화"
"미국","1순위","83","84.80000","80.90000","86.00000","82.80000","75.60000","89.50000","87.50000","남아공","2019","드라마"
"영국","2순위","56","57.00000","54.30000","55.80000","51.70000","55.60000","63.20000","62.50000","남아공","2019","드라마"
"한국","3순위","33","32.90000","33.00000","32.60000","39.70000","28.90000","26.30000","25.00000","남아공","2019","드라마"
"미국","1순위","80","78.20000","81.40000","87.00000","70.50000","71.10000","93.80000","90.90000","남아공","2019","예능"
"영국","2순위","67","67.30000","66.70000","72.20000","50.80000","64.40000","84.40000","90.90000","남아공","2019","예능"
"한국","3순위","28","32.70000","23.50000","31.50000","29.50000","22.20000","21.90000","45.50000","남아공","2019","예능"
"미국","1순위","83","84.30000","82.00000","86.30000","80.50000","76.30000","91.20000","91.70000","남아공","2019","영화"
"영국","2순위","60","58.30000","60.90000","53.40000","54.50000","66.10000","61.80000","91.70000","남아공","2019","영화"
"중국","3순위","27","26.00000","28.10000","30.10000","24.70000","22.00000","32.40000","33.30000","남아공","2019","영화"
"한국","1순위","75","72.70000","76.30000","79.30000","78.90000","67.50000","86.10000","47.80000","중국","2021","드라마"
"미국","2순위","64","62.70000","64.50000","63.20000","75.00000","58.80000","69.40000","34.80000","중국","2021","드라마"
"일본","3순위","47","46.70000","48.00000","49.40000","51.30000","50.00000","38.90000","30.40000","중국","2021","드라마"
"영국","4순위","19","19.30000","18.40000","18.40000","27.60000","12.50000","16.70000","17.40000","중국","2021","드라마"
"프랑스","5순위","9","8.70000","9.90000","11.50000","6.60000","8.80000","11.10000","8.70000","중국","2021","드라마"
"인도","6순위","8","8.00000","8.60000","8.00000","10.50000","6.30000","11.10000","4.30000","중국","2021","드라마"
"이탈리아","7순위","7","10.00000","3.90000","4.60000","3.90000","6.30000","2.80000","34.80000","중국","2021","드라마"
"독일","8순위","7","8.70000","4.60000","6.90000","5.30000","3.80000","13.90000","8.70000","중국","2021","드라마"
"브라질","9순위","1","0.70000","2.00000","2.30000","0.00000","0.00000","0.00000","8.70000","중국","2021","드라마"
"기타","10순위","1","0.00000","2.00000","0.00000","1.30000","1.30000","0.00000","4.30000","중국","2021","드라마"
"한국","1순위","81","78.20000","82.90000","83.10000","80.00000","83.10000","80.80000","68.20000","중국","2021","예능"
"일본","2순위","57","51.60000","62.80000","55.40000","62.70000","58.50000","53.80000","45.50000","중국","2021","예능"
"미국","3순위","49","47.60000","50.40000","47.70000","54.70000","50.80000","61.50000","13.60000","중국","2021","예능"
"영국","4순위","16","16.10000","15.50000","13.80000","17.30000","16.90000","19.20000","9.10000","중국","2021","예능"
"프랑스","5순위","11","11.30000","10.90000","15.40000","9.30000","12.30000","3.80000","9.10000","중국","2021","예능"
"이탈리아","6순위","7","6.50000","7.80000","4.60000","6.70000","3.10000","19.20000","13.60000","중국","2021","예능"
"독일","7순위","7","5.60000","7.80000","6.20000","10.70000","1.50000","11.50000","4.50000","중국","2021","예능"
"인도","8순위","7","7.30000","6.20000","4.60000","9.30000","4.60000","7.70000","9.10000","중국","2021","예능"
"브라질","9순위","3","3.20000","2.30000","3.10000","4.00000","0.00000","0.00000","9.10000","중국","2021","예능"
"기타","10순위","1","0.00000","2.30000","0.00000","1.30000","1.50000","0.00000","4.50000","중국","2021","예능"
"한국","1순위","71","72.10000","69.20000","68.10000","73.80000","69.90000","80.00000","50.00000","중국","2021","영화"
"미국","2순위","68","66.20000","69.90000","66.70000","75.00000","66.30000","71.10000","45.00000","중국","2021","영화"
"일본","3순위","36","32.50000","39.00000","31.90000","45.00000","36.10000","24.40000","35.00000","중국","2021","영화"
"영국","4순위","23","19.50000","26.70000","22.20000","25.00000","19.30000","26.70000","25.00000","중국","2021","영화"
"인도","5순위","16","16.90000","14.40000","19.40000","10.00000","18.10000","11.10000","25.00000","중국","2021","영화"
"프랑스","6순위","15","15.60000","15.10000","26.40000","16.30000","10.80000","8.90000","5.00000","중국","2021","영화"
"독일","7순위","10","9.70000","11.00000","12.50000","8.80000","3.60000","24.40000","5.00000","중국","2021","영화"
"이탈리아","8순위","8","9.70000","6.20000","11.10000","2.50000","7.20000","6.70000","25.00000","중국","2021","영화"
"브라질","9순위","2","2.60000","2.10000","5.60000","1.30000","1.20000","2.20000","0.00000","중국","2021","영화"
"기타","10순위","1","0.00000","1.40000","0.00000","1.30000","0.00000","0.00000","5.00000","중국","2021","영화"
"한국","1순위","66","67.90000","64.40000","71.40000","66.70000","65.80000","75.00000","37.50000","중국","2021","음악"
"미국","2순위","60","54.50000","64.40000","55.70000","74.60000","63.20000","55.60000","25.00000","중국","2021","음악"
"일본","3순위","51","51.50000","51.10000","47.10000","65.10000","55.30000","44.40000","25.00000","중국","2021","음악"
"영국","4순위","26","23.90000","27.40000","28.60000","27.00000","25.00000","27.80000","12.50000","중국","2021","음악"
"프랑스","5순위","15","13.40000","16.30000","20.00000","9.50000","15.80000","16.70000","8.30000","중국","2021","음악"
"이탈리아","6순위","12","11.90000","11.90000","14.30000","3.20000","13.20000","13.90000","20.80000","중국","2021","음악"
"독일","7순위","10","12.70000","8.10000","8.60000","7.90000","3.90000","13.90000","37.50000","중국","2021","음악"
"기타","8순위","1","0.00000","1.50000","0.00000","1.60000","0.00000","0.00000","4.20000","중국","2021","음악"
"일본","1순위","66","64.20000","67.50000","60.30000","67.90000","78.30000","68.20000","31.30000","중국","2021","애니메이션"
"한국","2순위","63","66.30000","60.70000","75.90000","51.80000","61.70000","72.70000","50.00000","중국","2021","애니메이션"
"미국","3순위","41","43.20000","39.30000","46.60000","42.90000","33.30000","54.50000","25.00000","중국","2021","애니메이션"
"영국","4순위","13","11.60000","14.50000","8.60000","21.40000","8.30000","18.20000","12.50000","중국","2021","애니메이션"
"프랑스","5순위","12","13.70000","11.10000","17.20000","12.50000","8.30000","13.60000","6.30000","중국","2021","애니메이션"
"독일","6순위","10","9.50000","10.30000","6.90000","7.10000","11.70000","18.20000","12.50000","중국","2021","애니메이션"
"이탈리아","7순위","9","10.50000","8.50000","10.30000","8.90000","8.30000","0.00000","25.00000","중국","2021","애니메이션"
"브라질","8순위","6","4.20000","6.80000","3.40000","5.40000","5.00000","9.10000","12.50000","중국","2021","애니메이션"
"인도","9순위","5","5.30000","5.10000","10.30000","1.80000","0.00000","4.50000","18.80000","중국","2021","애니메이션"
"기타","10순위","1","0.00000","0.90000","0.00000","1.80000","0.00000","0.00000","0.00000","중국","2021","애니메이션"
"한국","1순위","60","59.60000","60.20000","68.00000","54.70000","57.60000","57.10000","64.70000","중국","2021","출판물"
"일본","2순위","52","51.70000","52.50000","42.00000","52.80000","55.90000","71.40000","35.30000","중국","2021","출판물"
"미국","3순위","46","43.80000","48.30000","50.00000","50.90000","49.20000","35.70000","29.40000","중국","2021","출판물"
"영국","4순위","29","22.50000","33.10000","30.00000","24.50000","39.00000","17.90000","17.60000","중국","2021","출판물"
"프랑스","5순위","22","30.30000","16.10000","24.00000","22.60000","23.70000","17.90000","17.60000","중국","2021","출판물"
"독일","6순위","12","9.00000","13.60000","12.00000","17.00000","6.80000","14.30000","5.90000","중국","2021","출판물"
"이탈리아","7순위","9","10.10000","7.60000","4.00000","5.70000","6.80000","7.10000","41.20000","중국","2021","출판물"
